eic_p,eic_g,type_g,cyear,Generation,cf,time_coverage,co2emitted
48WSTN1000COTPSQ,48W00000COTPS-1Q,Fossil Hard coal,2018,691094.0,0.584,0.272,876998000.0
48WSTN1000COTPSQ,48W00000COTPS-2O,Fossil Hard coal,2018,799255.0,0.634,0.284,1014250000.0
48WSTN1000COTPSQ,48W00000COTPS-3M,Fossil Hard coal,2018,612597.0,0.575,0.24,777386000.0
48WSTN1000COTPSQ,48W00000COTPS-4K,Fossil Hard coal,2018,519436.0,0.55,0.217,659164000.0
48WSTN00000COWEA,48W0000000COWE13,Fossil Oil,2018,1538.0,0.331,0.011,1211940.0
48WSTN00000COWEA,48W0000000COWE21,Fossil Oil,2018,1552.0,0.337,0.011,1222980.0
16WCRESTUM-----6,16WCRESTU1-----5,Hydro Run-of-river and poundage,2018,113049.0,0.331,1.0,0.0
16WCRESTUM-----6,16WCRESTU2-----Z,Hydro Run-of-river and poundage,2018,97537.0,0.285,1.0,0.0
16WCRESTUM-----6,16WCRESTU3-----S,Hydro Run-of-river and poundage,2018,143074.0,0.419,1.0,0.0
48WSTN0000CRGHWF,48W00000CRGHW-1X,Wind Onshore,2018,107906.0,0.384,0.697,0.0
17W100P100P0340L,17W100P100P00123,Fossil Gas,2018,1228493.0,0.34,0.998,461094000.0
48WSTN00000CRUAC,48W000000CRUA-16,Hydro Run-of-river and poundage,2018,96679.0,0.308,0.299,0.0
48WSTN00000CRUAC,48W000000CRUA-24,Hydro Run-of-river and poundage,2018,64503.0,0.263,0.233,0.0
48WSTN00000CRUAC,48W000000CRUA-32,Hydro Run-of-river and poundage,2018,9186.0,0.167,0.063,0.0
48WSTN00000CRUAC,48W000000CRUA-40,Hydro Run-of-river and poundage,2018,26825.0,0.175,0.175,0.0
17W100P100P0199X,17W100P100P0115S,Nuclear,2018,6347969.0,0.794,0.998,0.0
17W100P100P02000,17W100P100P0116Q,Nuclear,2018,5023575.0,0.628,0.998,0.0
17W100P100P0201Z,17W100P100P0118M,Nuclear,2018,5776562.0,0.814,0.886,0.0
17W100P100P0202X,17W100P100P0119K,Nuclear,2018,5071937.0,0.634,0.998,0.0
48WSTN0000CRYRBT,48W00000CRYRW-2L,Wind Onshore,2018,282045.0,0.233,0.69,0.0
15WCSEPEL----PPI,15WCSEPELG1--GTH,Fossil Gas,2018,280225.0,0.225,1.0,123031000.0
15WCSEPEL----PPI,15WCSEPELG2--GTB,Fossil Gas,2018,83722.0,0.067,1.0,36757600.0
15WCSEPEL----PPI,15WCSEPELG3--ST6,Fossil Gas,2018,142379.0,0.138,1.0,62510600.0
18WCCO3-12345-0C,18WCCO3-12345-DN,Fossil Hard coal,2018,905326.0,0.32,1.0,909606000.0
30W-CET-BORZ---J,30WTE--BORZ7---3,Fossil Gas,2018,0.0,0.0,0.997,0.0
30W-CET-TURC---M,30WTURCTURC1---Y,Fossil Brown coal/Lignite,2018,0.0,0.0,0.997,0.0
30W-CET-TURC---M,30WTURCTURC3---O,Fossil Brown coal/Lignite,2018,1103323.0,0.383,0.997,1125770000.0
30W-CET-TURC---M,30WTURCTURC4---J,Fossil Brown coal/Lignite,2018,1018495.0,0.373,0.997,1039210000.0
30W-CET-TURC---M,30WTURCTURC5---E,Fossil Brown coal/Lignite,2018,1407116.0,0.515,0.997,1435740000.0
30W-CET-TURC---M,30WTURCTURC6---9,Fossil Brown coal/Lignite,2018,0.0,0.0,0.997,0.0
30W-CET-TURC---M,30WTURCTURC7---4,Fossil Brown coal/Lignite,2018,419997.0,0.152,0.997,428541000.0
30W-CET-ROVI---Q,30WROVIROVI3---K,Fossil Brown coal/Lignite,2018,1615426.0,0.608,0.997,1648290000.0
30W-CET-ROVI---Q,30WROVIROVI4---F,Fossil Brown coal/Lignite,2018,1945010.0,0.675,0.997,1929450000.0
30W-CET-ROVI---Q,30WROVIROVI5---A,Fossil Brown coal/Lignite,2018,0.0,0.0,0.997,0.0
30W-CET-ROVI---Q,30WROVIROVI6---5,Fossil Brown coal/Lignite,2018,2019796.0,0.761,0.997,2003640000.0
18WCTJON3--1234S,18WCTJON3-1234-E,Fossil Gas,2018,446765.0,0.122,1.0,173207000.0
18WCTN3-12345-04,18WCTN3TG1-12-CI,Fossil Gas,2018,18802.0,0.009,1.0,7289390.0
18WCTN3-12345-04,18WCTN3TG2-12-CB,Fossil Gas,2018,46600.0,0.021,1.0,18066500.0
18WCTN3-12345-04,18WCTN3TV-123-C2,Fossil Gas,2018,40638.0,0.016,1.0,15755000.0
18WCTN4-123456-C,18WCTN4TG1-123-M,Fossil Gas,2018,503727.0,0.217,1.0,184639000.0
18WCTN4-123456-C,18WCTN4TG2-123-F,Fossil Gas,2018,374785.0,0.159,1.0,137376000.0
18WCTN4-123456-C,18WCTN4TV-1234-3,Fossil Gas,2018,550871.0,0.206,1.0,201919000.0
18WCTNU-12345-0U,18WCTNUTG1-12-C7,Fossil Gas,2018,18950.0,0.008,1.0,7074670.0
18WCTNU-12345-0U,18WCTNUTG2-12-C0,Fossil Gas,2018,18950.0,0.008,1.0,7074670.0
18WCTNU-12345-0U,18WCTNUTV-123-CS,Fossil Gas,2018,19006.0,0.008,1.0,7095570.0
47W000000000239E,47W000000000216Q,Fossil Gas,2018,778.0,0.002,0.863,
47W000000000239E,47W000000000217O,Fossil Gas,2018,285.0,0.001,0.863,
17W100P100P0351G,17W100P100P03388,Fossil Gas,2018,990073.0,0.267,0.99,378619000.0
17W100P100P0352E,17W100P100P03396,Fossil Gas,2018,3709.0,0.007,0.989,1599450.0
48WSTN0000DALSW4,48W00000DALSW-1M,Wind Onshore,2018,48367.0,0.272,0.676,0.0
48WSTN00000DAMCL,48W000000DAMC-1M,Fossil Gas,2018,3540692.0,0.749,0.67,1347820000.0
17W100P100P0203V,17W100P100P0120Z,Nuclear,2018,6426654.0,0.826,0.998,0.0
17W100P100P0204T,17W100P100P0121X,Nuclear,2018,5778022.0,0.743,0.998,0.0
17W100P100P0205R,17W100P100P0122V,Nuclear,2018,6165343.0,0.793,0.998,0.0
17W100P100P0206P,17W100P100P0123T,Nuclear,2018,3381253.0,0.435,0.998,0.0
11W0-0000-0043-Z,11W0-0000-0044-W,Fossil Hard coal,2018,0.0,0.0,0.351,0.0
48WSTN00000DEEP3,48W000000DEEP-1N,Fossil Gas,2018,335348.0,,0.095,143613000.0
11WD2FARK000287K,11WD2FARG0001262,Fossil Hard coal,2018,1333676.0,0.458,0.951,1450870000.0
11WD7UCHT5XROSOK,11WD7UCHT5XROEMT,Fossil Gas,2018,199826.0,0.185,0.986,76009300.0
11WD2WILK000286V,11WD2WILH0001255,Fossil Hard coal,2018,2363494.0,0.38,0.978,2056950000.0
11WD2ZOLL0002880,11WD2ZOL50001274,Fossil Hard coal,2018,1412776.0,0.346,0.986,1199550000.0
15WDUME------PPI,15WDUMEG14---GTI,Fossil Gas,2018,836.0,0.001,1.0,351747.0
15WDUME------PPI,15WDUMEG15---GTB,Fossil Gas,2018,17022.0,0.013,1.0,8185150.0
15WDUME------PPI,15WDUMEG7----GT5,Fossil Gas,2018,610446.0,0.259,1.0,256845000.0
15WDUME------PPI,15WDUMEG8----GTY,Fossil Gas,2018,294870.0,0.255,1.0,141790000.0
48WSTN000DIDCGTK,48W00000DIDC01G1,Fossil Oil,2018,1026.0,0.172,0.027,1003640.0
48WSTN000DIDCGTK,48W00000DIDC02GZ,Fossil Oil,2018,983.0,0.166,0.027,961577.0
48WSTN000DIDCGTK,48W00000DIDC03GW,Fossil Oil,2018,1030.0,0.173,0.027,1007550.0
48WSTN000DIDCGTK,48W00000DIDC04GT,Fossil Oil,2018,1009.0,0.169,0.027,987011.0
48WSTN0000DIDCBC,48W000000DIDCB5C,Fossil Gas,2018,2914269.0,0.808,0.528,1109360000.0
48WSTN0000DIDCBC,48W000000DIDCB6A,Fossil Gas,2018,2228098.0,0.766,0.468,848163000.0
49W0000000000431,49W0000000000164,Fossil Gas,2018,541227.0,0.248,1.0,229345000.0
49W0000000000431,49W0000000000172,Fossil Gas,2018,2533330.0,0.665,1.0,1051590000.0
48WSTN10000DINOQ,48W000000DINO-1W,Hydro Run-of-river and poundage,2018,362995.0,0.34,0.362,0.0
48WSTN10000DINOQ,48W000000DINO-2U,Hydro Run-of-river and poundage,2018,158373.0,0.24,0.224,0.0
48WSTN10000DINOQ,48W000000DINO-3S,Hydro Run-of-river and poundage,2018,321808.0,0.317,0.345,0.0
48WSTN10000DINOQ,48W000000DINO-4Q,Hydro Run-of-river and poundage,2018,88849.0,0.19,0.159,0.0
48WSTN10000DINOQ,48W000000DINO-5O,Hydro Run-of-river and poundage,2018,297841.0,0.321,0.315,0.0
48WSTN10000DINOQ,48W000000DINO-6M,Hydro Run-of-river and poundage,2018,305334.0,0.302,0.343,0.0
17W100P100P0263D,17W100P100P0262F,Fossil Oil,2018,11983.0,0.016,0.998,10770800.0
17W100P100P02659,17W100P100P0264B,Fossil Oil,2018,12261.0,0.017,0.998,11020700.0
17W100P100P0350I,17W100P100P0330O,Fossil Gas,2018,498966.0,0.393,0.868,210688000.0
17W100P100P0350I,17W100P100P0332K,Fossil Gas,2018,386525.0,0.265,0.998,163210000.0
17W100P100P0350I,17W100P100P0331M,Fossil Gas,2018,1090572.0,0.54,0.998,581677000.0
17W100P100P0350I,17W100P100P0333I,Fossil Gas,2018,1113948.0,0.552,0.998,594145000.0
48WSTN00000DNGBQ,48W000000DNGB216,Nuclear,2018,2011393.0,0.789,0.441,0.0
48WSTN00000DNGBQ,48W000000DNGB224,Nuclear,2018,2053937.0,0.82,0.433,0.0
14W-PROD-DO----O,14W-GEN-DO3----F,Fossil Gas,2018,1553156.0,0.449,1.0,573632000.0
22WDOELX1000076X,22WDOELX1150076X,Nuclear,2018,1172065.0,0.31,0.997,0.0
22WDOELX2000077N,22WDOELX2150077N,Nuclear,2018,1474776.0,0.39,0.997,0.0
22WDOELX3000078D,22WDOELX3150078D,Nuclear,2018,3732145.0,0.425,0.997,0.0
22WDOELX40000793,22WDOELX41500793,Nuclear,2018,5514006.0,0.607,0.997,0.0
19W000000000043C,19W0000000000458,Fossil Hard coal,2018,279565.0,0.145,0.995,244125000.0
19W000000000043C,19W0000000000474,Fossil Hard coal,2018,222499.0,0.11,0.995,194293000.0
19W000000000043C,19W0000000000490,Fossil Hard coal,2018,377931.0,0.195,0.995,330021000.0
19W000000000043C,19W000000000051D,Fossil Hard coal,2018,820120.0,0.424,0.995,716154000.0
19W000000000043C,19W0000000000539,Fossil Hard coal,2018,935826.0,0.463,0.995,817192000.0
19W000000000043C,19W0000000000555,Fossil Hard coal,2018,962452.0,0.476,0.995,819432000.0
48WSTN0000DRAXXK,48W00000DRAXX-1E,Biomass,2018,4257218.0,0.989,0.762,4703900000.0
48WSTN000DRAXXGK,48W000DRAXX-10G9,Fossil Gas,2018,186.0,0.188,0.004,152937.0
48WSTN000DRAXXGK,48W000DRAXX-12G3,Fossil Gas,2018,179.0,0.622,0.001,147181.0
48WSTN0000DRAXXK,48W00000DRAXX-2C,Biomass,2018,2922623.0,0.907,0.57,3229270000.0
48WSTN0000DRAXXK,48W00000DRAXX-3A,Biomass,2018,3010118.0,0.908,0.587,3325950000.0
48WSTN0000DRAXXK,48W00000DRAXX-48,Fossil Hard coal,2018,1661674.0,0.868,0.339,1686930000.0
48WSTN0000DRAXXK,48W00000DRAXX-56,Fossil Hard coal,2018,1497662.0,0.824,0.322,1520430000.0
48WSTN0000DRAXXK,48W00000DRAXX-64,Fossil Hard coal,2018,1730765.0,0.84,0.365,1757070000.0
48WSTN000DRAXXGK,48W0000DRAXX-9GR,Fossil Gas,2018,121.0,0.473,0.001,99491.0
22WDROGEN0000863,22WDROGEN0000839,Fossil Gas,2018,231574.0,0.177,0.997,96948500.0
22WDROGEN0000863,22WDROGEN0000847,Fossil Gas,2018,292319.0,0.223,0.997,122379000.0
22WDROGEN0000863,22WDROGEN0000855,Fossil Gas,2018,278522.0,0.199,1.0,116603000.0
47W000000000171M,47W000000000096A,Fossil Gas,2018,2640467.0,0.862,0.863,
19W000000000272Y,19W0000000002620,Hydro Pumped Storage,2018,9206.0,0.038,0.995,0.0
19W000000000272Y,19W000000000263Z,Hydro Pumped Storage,2018,14899.0,0.059,0.995,0.0
19W000000000272Y,19W000000000273W,Hydro Pumped Storage,2018,14141.0,0.058,0.995,0.0
19W000000000169R,19W0000000001705,Fossil Gas,2018,398789.0,0.451,1.0,164366000.0
19W0000000001098,19W000000000110N,Fossil Gas,2018,896412.0,0.444,0.997,431046000.0
19W000000000256W,19W000000000257U,Fossil Gas,2018,2088361.0,0.494,0.995,766846000.0
19W000000000230D,19W000000000231B,Fossil Gas,2018,645617.0,0.593,0.995,283454000.0
27W-PU-ECHV----Y,27W-GU-ECHVG1--C,Fossil Brown coal/Lignite,2018,1123086.0,0.683,0.978,
27W-PU-ECHV----Y,27W-GU-ECHVG2--8,Fossil Brown coal/Lignite,2018,844610.0,0.515,0.975,
27W-PU-ECHV----Y,27W-GU-ECHVG3--4,Fossil Brown coal/Lignite,2018,1162715.0,0.705,0.981,
27W-PU-ECHV----Y,27W-GU-ECHVG4--0,Fossil Brown coal/Lignite,2018,979730.0,0.594,0.981,
18WECT3-123456-N,18WECT3TG1-123-X,Fossil Gas,2018,0.0,0.0,1.0,0.0
18WECT3-123456-N,18WECT3TG2-123-Q,Fossil Gas,2018,0.0,0.0,1.0,0.0
18WECT3-123456-N,18WECT3TV1-123-O,Fossil Gas,2018,0.0,0.0,1.0,0.0
27W-PU-EDAL----O,27W-GU-EDALG1--2,Hydro Pumped Storage,2018,111368.0,0.108,0.997,0.0
27W-PU-EDAL----O,27W-GU-EDALG2--Z,Hydro Pumped Storage,2018,113494.0,0.11,0.997,0.0
27W-PU-EDAL----O,27W-GU-EDALG3--V,Hydro Pumped Storage,2018,120390.0,0.117,0.997,0.0
27W-PU-EDAL----O,27W-GU-EDALG4--R,Hydro Pumped Storage,2018,109459.0,0.106,0.997,0.0
47W000000000159C,47W000000000086D,Fossil Peat,2018,682434.0,0.765,0.863,
29WYISEDESSAIOUM,29WGU-YISEDESS-U,Hydro Run-of-river and poundage,2018,0.0,0.0,0.997,0.0
27W-PU-EDET----M,27W-GU-EDETG1--0,Fossil Hard coal,2018,0.0,0.0,0.997,
27W-PU-EDET----M,27W-GU-EDETG2--X,Fossil Hard coal,2018,401070.0,0.247,0.997,
27W-PU-EDET----M,27W-GU-EDETG3--T,Fossil Hard coal,2018,385108.0,0.234,0.997,
27W-PU-EDET----M,27W-GU-EDETG4--P,Fossil Hard coal,2018,457489.0,0.28,0.997,
49W0000000000342,49W0000000000342,Fossil Gas,2018,346296.0,0.353,1.0,132899000.0
48WSTN0000EDINWA,48W10000EDINW-1N,Wind Onshore,2018,69506.0,0.282,0.67,0.0
27W-PU-EDST----Z,27W-GU-EDSTG1--D,Hydro Pumped Storage,2018,362934.0,0.13,0.997,0.0
27W-PU-EDST----Z,27W-GU-EDSTG2--9,Hydro Pumped Storage,2018,169156.0,0.061,0.997,0.0
27W-PU-EDUK----1,27W-GU-EDUKB1--4,Nuclear,2018,3365207.0,0.82,0.997,0.0
27W-PU-EDUK----1,27W-GU-EDUKB2--0,Nuclear,2018,3376608.0,0.822,0.997,0.0
27W-PU-EDUK----1,27W-GU-EDUKB3--X,Nuclear,2018,3621498.0,0.882,0.997,0.0
27W-PU-EDUK----1,27W-GU-EDUKB4--T,Nuclear,2018,2973309.0,0.724,0.997,0.0
27W-PU-EECK----8,27W-GU-EECKG4--B,Fossil Brown coal/Lignite,2018,625818.0,0.596,0.959,
27W-PU-EECK----8,27W-GU-EECKG5--7,Fossil Brown coal/Lignite,2018,743958.0,0.695,0.978,
27W-PU-EECK----8,27WGU-EECKG7---A,Fossil Brown coal/Lignite,2018,732046.0,0.682,0.981,
48WSTN00000EECLC,48W000000EECL-15,Fossil Gas,2018,782095.0,0.686,0.319,303335000.0
49W000000000088G,49W000000000089E,Fossil Gas,2018,695823.0,0.228,0.97,272174000.0
49W000000000086K,49W000000000087I,Fossil Gas,2018,5696.0,0.002,0.97,2228010.0
49W000000000084O,49W000000000085M,Fossil Gas,2018,2036527.0,0.664,0.97,796595000.0
49W000000000082S,49W000000000083Q,Fossil Gas,2018,1047989.0,0.344,0.97,409925000.0
49W000000000080W,49W000000000081U,Fossil Gas,2018,771500.0,0.252,0.97,301775000.0
49W000000000044-,49W0000000000180,Fossil Gas,2018,1216284.0,0.295,1.0,449804000.0
49W000000000044-,49W000000000019Z,Fossil Gas,2018,1606706.0,0.39,1.0,594189000.0
49W000000000044-,49W000000000020D,Fossil Gas,2018,1405740.0,0.341,1.0,549861000.0
49W000000000066Q,49W0000000000075,Fossil Hard coal,2018,5527953.0,0.799,1.0,4711470000.0
49W000000000066Q,49W0000000000083,Fossil Hard coal,2018,5206127.0,0.752,1.0,4437180000.0
38W-MT--EEJ----3,38W-MT--EEJG1--L,Fossil Oil shale,2018,416917.0,0.293,0.974,469937000.0
38W-MT--EEJ----3,38W-MT--EEJG2--H,Fossil Oil shale,2018,441811.0,0.31,0.974,497997000.0
38W-MT--EEJ----3,38W-MT--EEJG3--D,Fossil Oil shale,2018,714390.0,0.511,0.974,805241000.0
38W-MT--EEJ----3,38W-MT--EEJG4--9,Fossil Oil shale,2018,886961.0,0.634,0.974,999758000.0
38W-MT--EEJ----3,38W-MT--EEJG5--5,Fossil Oil shale,2018,1152156.0,0.781,0.974,1298680000.0
38W-MT--EEJ----3,38W-MT--EEJG6--1,Fossil Oil shale,2018,972023.0,0.659,0.974,1095640000.0
38W-MT--EEJ----3,38W-MT--EEJG7--Y,Fossil Oil shale,2018,801699.0,0.563,0.974,903653000.0
38W-MT--EEJ----3,38W-MT--EEJG8--U,Fossil Oil shale,2018,1314793.0,0.795,0.974,1482000000.0
48WSTN0000EGGPS5,48W00000EGGPS-1X,Fossil Hard coal,2018,27147.0,0.575,0.01,26794100.0
48WSTN0000EGGPS5,48W00000EGGPS-2V,Fossil Hard coal,2018,15508.0,0.537,0.006,15306400.0
48WSTN0000EGGPS5,48W00000EGGPS-3T,Fossil Hard coal,2018,237599.0,0.699,0.074,234510000.0
48WSTN0000EGGPS5,48W00000EGGPS-4R,Fossil Hard coal,2018,215544.0,0.69,0.068,212742000.0
27W-PU-ELED----H,27W-GU-ELEDG6--C,Fossil Brown coal/Lignite,2018,2223141.0,0.426,0.997,
29WENERGEIAKITHP,29WGU-ENERGEITH4,Fossil Gas,2018,1204912.0,0.345,0.997,464633000.0
29WELPEDISONTHIM,29WGU-ELPEDISTHK,Fossil Gas,2018,1182020.0,0.33,0.997,438923000.0
49W000000000048S,49W000000000049Q,Fossil Gas,2018,748496.0,0.378,0.496,330965000.0
11WD7GARE5XELKWD,11WD7ELVE2S-E4-9,Fossil Hard coal,2018,127279.0,0.176,0.255,134268000.0
27W-PU-EME3----W,27W-GU-EME3G11-4,Fossil Brown coal/Lignite,2018,939323.0,0.259,0.997,
17W100P100P0343F,17W100P100P0005Z,Fossil Hard coal,2018,1395439.0,0.274,0.976,1584100000.0
17W100P100P0344D,17W100P100P00105,Fossil Gas,2018,1541845.0,0.426,1.0,578706000.0
17W100P100P0345B,17W100P100P00113,Fossil Gas,2018,1412152.0,0.391,1.0,530028000.0
47W000000000244L,47W000000000229H,Fossil Oil,2018,56.0,0.002,0.986,42560.0
11WD7KKE-1K--KW5,11WD7KKE-1K-BLAZ,Nuclear,2018,10915860.0,0.933,1.0,0.0
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLB0,Fossil Gas,2018,118680.0,0.029,1.0,45143200.0
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLCZ,Fossil Gas,2018,142005.0,0.034,1.0,54015500.0
11WD7EMSL-G-KW-T,11WD7EMSL1G-GUD9,Fossil Gas,2018,2783929.0,0.365,1.0,1058940000.0
49W000000000058P,49W000000000059N,Fossil Gas,2018,4094974.0,,0.97,1542440000.0
11WD7ENSD2SKW1-4,11WD7ENSD2S--1-J,Fossil Hard coal,2018,0.0,0.0,1.0,0.0
11WD7ENSD5SKW3-E,11WD7ENSD5S--3-T,Fossil Hard coal,2018,0.0,0.0,1.0,0.0
27W-PU-EPC1----Y,27W-GU-EPC1G2--8,Fossil Brown coal/Lignite,2018,1043415.0,0.639,0.997,
27W-PU-EPC1----Y,27W-GU-EPC1G3--4,Fossil Brown coal/Lignite,2018,1172537.0,0.722,0.997,
27W-PU-EPC1----Y,27W-GU-EPC1G4--0,Fossil Brown coal/Lignite,2018,1132373.0,0.693,0.997,
27W-PU-EPC1----Y,27W-GU-EPC1G5--X,Fossil Brown coal/Lignite,2018,1136545.0,0.703,0.997,
27W-PU-EPC1----Y,27W-GU-EPC1G6--T,Fossil Brown coal/Lignite,2018,841943.0,0.521,0.997,
27W-PU-EPC2----S,27W-GU-EPC2B21-L,Fossil Gas,2018,1729036.0,0.234,0.997,
27W-PU-EPR2----Y,27W-GU-EPR2G23-X,Fossil Brown coal/Lignite,2018,1498737.0,0.756,0.997,
27W-PU-EPR2----Y,27W-GU-EPR2G24-U,Fossil Brown coal/Lignite,2018,156484.0,0.079,0.997,
27W-PU-EPR2----Y,27W-GU-EPR2G25-R,Fossil Brown coal/Lignite,2018,853761.0,0.431,0.997,
47W000000000231U,47W0000000001869,Hydro Run-of-river and poundage,2018,18949.0,0.251,0.863,0.0
47W000000000231U,47W0000000001877,Hydro Run-of-river and poundage,2018,30956.0,0.409,0.863,0.0
47W000000000231U,47W0000000001885,Hydro Run-of-river and poundage,2018,75388.0,0.453,0.863,0.0
47W000000000231U,47W0000000001893,Hydro Run-of-river and poundage,2018,57666.0,0.347,0.863,0.0
48WSTN00000ERROK,48W000000ERRO-1P,Hydro Run-of-river and poundage,2018,23587.0,0.49,0.22,0.0
48WSTN00000ERROK,48W000000ERRO-2N,Hydro Run-of-river and poundage,2018,15573.0,0.393,0.181,0.0
48WSTN00000ERROK,48W000000ERRO-3L,Hydro Run-of-river and poundage,2018,25504.0,0.502,0.232,0.0
45W000000000017P,45W000000000040U,Fossil Hard coal,2018,1193771.0,0.361,1.0,1094140000.0
18WESC6-12345-07,18WESC6TG1-12-CL,Fossil Gas,2018,208244.0,0.092,1.0,77744400.0
18WESC6-12345-07,18WESC6TG2-12-CE,Fossil Gas,2018,116292.0,0.05,1.0,43415700.0
18WESC6-12345-07,18WESC6TV-123-C5,Fossil Gas,2018,191395.0,0.075,1.0,70155000.0
18WESCCC1-123-0T,18WESCCC1-123-C5,Fossil Gas,2018,258793.0,0.073,1.0,98439000.0
18WESCCC2-123-0L,18WESCCC2-123-CY,Fossil Gas,2018,0.0,0.0,1.0,0.0
18WESCCC3-123-0D,18WESCCC3-123-CQ,Fossil Gas,2018,13222.0,0.004,1.0,5029350.0
27W-PU-ETEM----A,27W-GU-ETEMG1--P,Nuclear,2018,7460969.0,0.83,0.997,0.0
27W-PU-ETEM----A,27W-GU-ETEMG2--L,Nuclear,2018,7389607.0,0.824,0.997,0.0
27W-PU-ETU2----I,27W-GU-ETU2G21-N,Fossil Brown coal/Lignite,2018,1337441.0,0.841,0.997,
27W-PU-ETU2----I,27W-GU-ETU2G22-K,Fossil Brown coal/Lignite,2018,1323883.0,0.833,0.997,
27W-PU-ETU2----I,27W-GU-ETU2G23-H,Fossil Brown coal/Lignite,2018,1023967.0,0.644,0.997,
27W-PU-ETU2----I,27W-GU-ETU2G24-E,Fossil Brown coal/Lignite,2018,983769.0,0.619,0.997,
12W-0000000850-G,12W-0000000210-P,Hydro Pumped Storage,2018,173629.0,0.173,0.915,0.0
48WSTN0000FAARW2,48W00000FAARW-13,Wind Onshore,2018,72310.0,0.181,0.653,0.0
48WSTN0000FAARW2,48W00000FAARW-21,Wind Onshore,2018,83987.0,0.207,0.661,0.0
48WSTN0000FALGWS,48W00000FALGW-1T,Wind Onshore,2018,267759.0,0.34,0.625,0.0
48WSTN00000FASN8,48W000000FASN-18,Hydro Run-of-river and poundage,2018,62803.0,0.797,0.409,0.0
48WSTN00000FASN8,48W000000FASN-42,Hydro Run-of-river and poundage,2018,49123.0,0.926,0.757,0.0
48WSTN00000FASN8,48W0000000FASN25,Hydro Run-of-river and poundage,2018,56392.0,0.664,0.421,0.0
48WSTN00000FASN8,48W0000000FASN33,Hydro Run-of-river and poundage,2018,38720.0,0.521,0.386,0.0
48WSTN00000FAWNX,48W000000FAWN-1P,Fossil Gas,2018,833583.0,0.842,0.753,503974000.0
48WSTN1000FDUNTQ,48W00000FDUNT-15,Wind Onshore,2018,9257.0,0.35,0.031,0.0
48WSTN00000FELLH,48W000000FELL-1R,Fossil Gas,2018,105060.0,0.138,0.484,50223600.0
17W100P100P0207N,17W100P100P0124R,Nuclear,2018,6930990.0,0.901,0.998,0.0
17W100P100P0208L,17W100P100P0125P,Nuclear,2018,4852441.0,0.631,0.998,0.0
48WSTN00000FFESK,48W000000FFES-1S,Hydro Run-of-river and poundage,2018,18005.0,0.119,0.181,0.0
48WSTN00000FFESK,48W000000FFES-2Q,Hydro Run-of-river and poundage,2018,39393.0,0.172,0.272,0.0
48WSTN00000FFESK,48W000000FFES-3O,Hydro Run-of-river and poundage,2018,24690.0,0.169,0.174,0.0
48WSTN00000FFESK,48W000000FFES-4M,Hydro Run-of-river and poundage,2018,15982.0,0.281,0.068,0.0
14W-WML-KW-----0,14W-WML-M1-----G,Fossil Hard coal,2018,694003.0,0.396,1.0,726101000.0
48WSTN00000FIDLP,48W000000FIDL-16,Fossil Hard coal,2018,38055.0,0.817,0.011,38633400.0
48WSTN00000FIDLP,48W000000FIDL-24,Fossil Hard coal,2018,343720.0,0.634,0.128,348945000.0
48WSTN000FIDL-GA,48W00000FIDL-2GF,Fossil Gas,2018,141.0,0.638,0.002,99944.7
48WSTN00000FIDLP,48W000000FIDL-32,Fossil Hard coal,2018,372214.0,0.585,0.15,377872000.0
48WSTN000FIDL-GA,48W00000FIDL-3GC,Fossil Gas,2018,225.0,0.697,0.002,159486.0
48WSTN00000FIDLP,48W000000FIDL-40,Fossil Hard coal,2018,310033.0,0.581,0.12,314746000.0
48WSTN00000FINLW,48W000000FINL-1U,Hydro Run-of-river and poundage,2018,63125.0,0.858,0.494,0.0
17W100P100P0209J,17W100P100P0126N,Nuclear,2018,2301934.0,0.198,0.998,0.0
17W100P100P0210Y,17W100P100P0127L,Nuclear,2018,10168365.0,0.875,0.998,0.0
46WPU0000000015W,46WGU0000000137O,Nuclear,2018,4058073.0,0.942,1.0,0.0
46WPU0000000015W,46WGU0000000138M,Nuclear,2018,3972003.0,0.922,1.0,0.0
46WPU0000000016U,46WGU0000000139K,Nuclear,2018,4230090.0,0.862,1.0,0.0
46WPU0000000016U,46WGU0000000140Z,Nuclear,2018,4267458.0,0.87,1.0,0.0
46WPU0000000017S,46WGU0000000053U,Nuclear,2018,8497254.0,0.831,1.0,0.0
44W-T-KT-000001I,44W-T-KT-100000D,Fossil Oil,2018,2390.0,0.002,1.0,1958680.0
44W-T-KT-000001I,44W-T-KT-100001B,Fossil Oil,2018,2735.0,0.002,1.0,2241410.0
48WSTN00000FOYEQ,48W000000FOYE-14,Hydro Run-of-river and poundage,2018,100069.0,0.295,0.242,0.0
48WSTN00000FOYEQ,48W000000FOYE-22,Hydro Run-of-river and poundage,2018,85320.0,0.278,0.219,0.0
16WFOZT--------Y,16WFOZTG1------D,Hydro Pumped Storage,2018,167178.0,0.147,1.0,0.0
16WFOZT--------Y,16WFOZTG2------5,Hydro Pumped Storage,2018,140487.0,0.123,1.0,0.0
17W100P100P0318E,17W100P100P00122,Fossil Gas,2018,549860.0,0.169,0.928,202628000.0
16WFRADE2------F,16WFRADEG3-----N,Hydro Pumped Storage,2018,381199.0,0.112,1.0,0.0
