eic_p,eic_g,type_g,cyear,Generation,cf,time_coverage,co2emitted
29WAISPTOLEMIII4,29WGU-PTOLEMIIIR,Fossil Brown coal/Lignite,2015,0.0,0.0,0.984,0.0
29WAISPTOLEM-IVH,29WGU-PTOLEM-IV3,Fossil Brown coal/Lignite,2015,0.0,0.0,0.984,0.0
18WPLL1-12345-0A,18WPLL1-12345-DL,Fossil Hard coal,2015,0.0,0.0,1.0,0.0
18WPVENT1--1234A,18WPVENT1-1234-X,Fossil Gas,2015,246535.0,0.067,1.0,90366300.0
18WPVENT2--12342,18WPVENT2-1234-P,Fossil Gas,2015,101549.0,0.028,1.0,37222300.0
29WYISPIGONAOOUX,29WGU-YISPAOOU-5,Hydro Water Reservoir,2015,151287.0,0.084,0.984,0.0
48WSTN00000RATS9,48W000000RATS-1A,Fossil Hard coal,2015,1245460.0,0.525,0.536,1341020000.0
48WSTN00000RATS9,48W000000RATS-28,Fossil Hard coal,2015,898748.0,0.505,0.403,967706000.0
48WSTN00000RATS9,48W000000RATS-36,Fossil Hard coal,2015,552444.0,0.484,0.258,594831000.0
48WSTN00000RATS9,48W000000RATS-44,Fossil Hard coal,2015,604260.0,0.475,0.287,650623000.0
48WSTN000RATSGTB,48W0000RATSGT-2V,Fossil Gas,2015,7.0,0.206,0.0,4961.79
48WSTN000RATSGTB,48W0000RATSGT-4R,Fossil Gas,2015,6.0,0.176,0.0,4252.97
11WD4DAXLA-2S--6,11WD4RDK42G4---O,Fossil Gas,2015,172306.0,0.056,0.989,65541300.0
11WD4DAXLA-S---T,11WD4RDK71C7---G,Fossil Hard coal,2015,1749099.0,0.4,0.989,1561270000.0
11WD4DAXLA-S---T,11WD4RDK81C8---3,Fossil Hard coal,2015,2800562.0,0.384,0.989,2215750000.0
16WREGUA-------O,16WREGUA1------8,Hydro Run-of-river and poundage,2015,153683.0,0.293,0.997,0.0
16WREGUA-------O,16WREGUA2------0,Hydro Run-of-river and poundage,2015,167914.0,0.32,0.997,0.0
16WREGUA-------O,16WREGUA3------T,Hydro Run-of-river and poundage,2015,162574.0,0.31,0.997,0.0
17W100P100P02780,17W100P100P0076C,Hydro Pumped Storage,2015,287241.0,0.162,0.999,0.0
17W100P100P02780,17W100P100P0077A,Hydro Pumped Storage,2015,252169.0,0.143,0.999,0.0
17W100P100P02780,17W100P100P00788,Hydro Pumped Storage,2015,153445.0,0.087,0.999,0.0
17W100P100P02780,17W100P100P00796,Hydro Pumped Storage,2015,277070.0,0.157,0.999,0.0
34WEHR-BBASR---X,34WEHR-BBASRG1-X,Hydro Pumped Storage,2015,421.0,0.057,0.003,0.0
34WEHR-BBASR---X,34WEHR-BBASRG2-U,Hydro Pumped Storage,2015,975.0,0.132,0.003,0.0
11WD4IFFE5G----Z,11WD4IFFE5H----T,Hydro Run-of-river and poundage,2015,704843.0,0.557,0.989,0.0
47W000000000161P,47W000000000212Y,Fossil Gas,2015,1079.0,0.011,0.219,
47W000000000161P,47W000000000213W,Fossil Gas,2015,873.0,0.009,0.219,
16WRIBATE------E,16WRIBATE1-----0,Fossil Gas,2015,510557.0,0.149,0.997,190948000.0
16WRIBATE------E,16WRIBATE2-----U,Fossil Gas,2015,99113.0,0.029,0.997,37068300.0
16WRIBATE------E,16WRIBATE3-----N,Fossil Gas,2015,146826.0,0.043,0.997,54912900.0
18WDUER-12345-0N,18WRIC21-1234-AZ,Hydro Water Reservoir,2015,294802.0,0.22,1.0,0.0
46WPU00000000105,46WGU0000000142V,Nuclear,2015,2489920.0,0.745,0.869,0.0
46WPU00000000105,46WGU0000000143T,Nuclear,2015,2423662.0,0.725,0.869,0.0
46WPU00000000113,46WGU0000000144R,Nuclear,2015,,,0.869,0.0
46WPU00000000113,46WGU0000000145P,Nuclear,2015,,,0.869,0.0
46WPU00000000121,46WGU0000000146N,Nuclear,2015,3298041.0,0.816,0.869,0.0
46WPU00000000121,46WGU0000000147L,Nuclear,2015,3425701.0,0.847,0.869,0.0
46WPU0000000014Y,46WGU0000000148J,Nuclear,2015,3151811.0,0.883,0.869,0.0
46WPU0000000014Y,46WGU0000000149H,Nuclear,2015,3135054.0,0.878,0.869,0.0
22WRINGVA000209C,22WRINGVA150209C,Fossil Gas,2015,1591659.0,0.501,0.995,615090000.0
46WPU0000000026R,46WGU00000000208,Hydro Water Reservoir,2015,481302.0,0.197,0.872,0.0
18WROB1-12345-0L,18WROB1-12345-DW,Fossil Hard coal,2015,1040734.0,0.45,1.0,1078330000.0
18WROB2-12345-0B,18WROB2-12345-DM,Fossil Hard coal,2015,1509737.0,0.485,1.0,1516870000.0
49W0000000001047,49W000000000037X,Fossil Gas,2015,473385.0,0.248,0.989,209318000.0
48WSTN00000ROCKK,48W000000ROCK-16,Fossil Gas,2015,705820.0,0.298,0.326,273752000.0
22WRODENH000213L,22WRODENH150213L,Biomass,2015,1564476.0,0.67,0.995,1763660000.0
11WD43VIWXHOILLM,11WD43ROW2H----I,Hydro Pumped Storage,2015,132988.0,0.052,0.989,0.0
45W000000000019L,45W000000000044M,Wind Offshore,2015,577001.0,0.398,1.0,0.0
45W000000000021Y,45W000000000045K,Wind Offshore,2015,849550.0,0.469,1.0,0.0
14W-TZR-KW-----I,14W-TZR-TU-----Y,Hydro Pumped Storage,2015,500373.0,0.25,0.989,0.0
48WSTN00000RREWF,48W000000RREW-14,Wind Offshore,2015,173832.0,0.265,0.833,0.0
48WSTN00000RRWWZ,48W000000RRWW-1P,Wind Offshore,2015,178746.0,0.271,0.835,0.0
48WSTN0000RUGGTU,48W00000RUGGT-6A,Fossil Gas,2015,26.0,0.26,0.001,18429.5
48WSTN0000RUGGTU,48W00000RUGGT-78,Fossil Gas,2015,32.0,0.427,0.0,22682.5
48WSTN0000RUGPS5,48W00000RUGPS-66,Fossil Hard coal,2015,1830420.0,0.569,0.753,1711540000.0
48WSTN0000RUGPS5,48W00000RUGPS-74,Fossil Hard coal,2015,1031693.0,0.497,0.486,1047370000.0
11WD7BEEC5XRUKWN,11WD7BEEC5XRUH4E,Fossil Coal-derived gas,2015,405638.0,0.599,0.469,
46WPU0000000062N,46WGU0000000001C,Fossil Gas,2015,17267.0,0.111,0.071,7078920.0
19W0000000001713,19W0000000001721,Fossil Hard coal,2015,1062529.0,0.541,0.997,1005150000.0
19W0000000001713,19W000000000174Y,Fossil Hard coal,2015,1142841.0,0.581,0.997,1081130000.0
19W0000000001713,19W000000000175W,Fossil Hard coal,2015,1143145.0,0.582,0.997,1081420000.0
19W0000000001713,19W000000000176U,Fossil Hard coal,2015,394353.0,0.201,0.997,373058000.0
19W0000000001713,19W000000000177S,Fossil Hard coal,2015,1140800.0,0.607,0.997,1022400000.0
19W0000000001713,19W000000000178Q,Fossil Hard coal,2015,972682.0,0.495,0.997,871728000.0
19W0000000001713,19W000000000179O,Fossil Hard coal,2015,491940.0,0.25,0.997,440882000.0
19W0000000001713,19W0000000001802,Fossil Hard coal,2015,745326.0,0.379,0.997,667969000.0
48WSTN0000RYHPSI,48W00000RYHPS-1J,Fossil Gas,2015,153957.0,0.482,0.051,63294800.0
18WSIL-123456-0G,18WEST21-12345-C,Hydro Water Reservoir,2015,103458.0,0.064,1.0,0.0
18WGAR1-12345-08,18WGAR1-12345-BN,Nuclear,2015,0.0,0.0,1.0,0.0
18WSROQ1-1234-06,18WSROQ1-1234-CJ,Fossil Gas,2015,1871417.0,0.548,1.0,711845000.0
18WSROQ2-1234-0Y,18WSROQ2-1234-CA,Fossil Gas,2015,822417.0,0.234,1.0,312829000.0
11WD4SWSW5HD7--F,11WD4SAEK2HD7--Y,Hydro Pumped Storage,2015,93442.0,0.06,0.989,0.0
18WSAGU1-123--0J,18WSAGU1-1234-CC,Fossil Gas,2015,1503442.0,0.419,1.0,561285000.0
18WSAGU2-123--0A,18WSAGU2-1234-C3,Fossil Gas,2015,797078.0,0.221,1.0,297576000.0
18WSAGU3-123--01,18WSAGU3-1234-CV,Fossil Gas,2015,1327758.0,0.369,1.0,495696000.0
22WSAINT-000221B,22WSAINT-150221B,Fossil Gas,2015,1333092.0,0.437,0.995,515168000.0
17W100P100P03299,17W100P100P0166B,Hydro Run-of-river and poundage,2015,112212.0,0.109,0.962,0.0
15WSAJSZOGED-PP4,15WSAJOSZG---GTD,Fossil Oil,2015,5892.0,0.006,1.0,4828670.0
16WSALAM2------Z,16WSALAMG3-----6,Hydro Pumped Storage,2015,47295.0,0.053,0.466,0.0
18WSLTG-12345-0T,18WSLT1-12345-F1,Hydro Pumped Storage,2015,45955.0,0.048,1.0,0.0
18WSLTG-12345-0T,18WSLT2-12345-FS,Hydro Pumped Storage,2015,95348.0,0.099,1.0,0.0
18WSLTG-12345-0T,18WSLT3-12345-FI,Hydro Pumped Storage,2015,111786.0,0.116,1.0,0.0
18WSLTG-12345-0T,18WSLT4-12345-F8,Hydro Pumped Storage,2015,42214.0,0.044,1.0,0.0
44W-T-YT-000008C,44W-T-YT-100010I,Fossil Hard coal,2015,614571.0,0.458,0.987,628203000.0
18WSTC4-12345-0I,18WSTC4-12345-CV,Fossil Gas,2015,0.0,0.0,1.0,0.0
18WDUER-12345-0N,18WSA21-12345-AX,Hydro Water Reservoir,2015,101189.0,0.085,1.0,0.0
18WDUER-12345-0N,18WSA22-12345-AN,Hydro Water Reservoir,2015,101189.0,0.085,1.0,0.0
18WSBO3-12345-01,18WSBO3-12345-CE,Fossil Gas,2015,160119.0,0.047,1.0,62076900.0
48WSTN00000SCCLO,48W000000SCCL-1U,Fossil Gas,2015,1762333.0,0.669,0.752,670861000.0
48WSTN00000SCCLO,48W000000SCCL-2S,Fossil Gas,2015,687917.0,0.448,0.438,261867000.0
48WSTN00000SCCLO,48W000000SCCL-3Q,Fossil Gas,2015,1245245.0,0.606,0.586,474023000.0
22WSCHELD0002261,22WSCHELD1502261,Fossil Gas,2015,822008.0,0.67,1.0,485836000.0
11WD8SCHK1L----O,11WD8SCHK1L---A2,Fossil Brown coal/Lignite,2015,2220759.0,0.57,0.989,2862630000.0
11WD8SCHK1L----O,11WD8SCHK1L---B0,Fossil Brown coal/Lignite,2015,1949956.0,0.5,0.989,2513560000.0
11WD7SCHO-S--KWW,11WD7SCHO1S--B-0,Fossil Hard coal,2015,1713157.0,0.573,0.989,2385540000.0
11WD7SCHO-S--KWW,11WD7SCHO2S--C-R,Fossil Hard coal,2015,1740867.0,0.582,0.989,2424120000.0
48WSTN00000SEAB5,48W000000SEAB-1V,Fossil Gas,2015,1370244.0,0.524,0.357,521606000.0
48WSTN00000SEAB5,48W000000SEAB-2T,Fossil Gas,2015,71564.0,0.463,0.042,27242000.0
47W000000000157G,47W000000000177A,Fossil Gas,2015,148701.0,0.933,0.219,
47W000000000157G,47W0000000001788,Fossil Gas,2015,149161.0,0.936,0.219,
44W-T-YT-000009A,44W-T-YT-100011G,Fossil Peat,2015,423687.0,0.408,0.987,
46WPU0000000033U,46WGU0000000034Y,Hydro Water Reservoir,2015,862483.0,0.502,0.872,0.0
29WYISSFIKIAS--8,29WGU-YISSFIKIAE,Hydro Pumped Storage,2015,318167.0,0.118,0.978,0.0
48WSTN00000SHBAT,48W000000SHBA-1C,Fossil Gas,2015,419392.0,0.329,0.18,179605000.0
48WSTN0000SHBABF,48W000000SHBA-2A,Fossil Gas,2015,934951.0,0.455,0.404,400393000.0
48WSTN00000SHOSS,48W000000SHOS-1N,Fossil Gas,2015,1088526.0,0.542,0.546,447515000.0
48WSTN0000SHRSW3,48W00000SHRSO-1Y,Wind Onshore,2015,420642.0,0.345,0.886,0.0
48WSTN0000SHRSW3,48W00000SHRSO-2W,Wind Onshore,2015,413370.0,0.339,0.887,0.0
19W0000000002191,19W000000000221E,Fossil Hard coal,2015,469572.0,0.517,0.978,592287000.0
19W0000000002191,19W000000000223A,Fossil Hard coal,2015,193859.0,0.181,0.978,244521000.0
19W0000000002191,19W0000000002256,Fossil Hard coal,2015,524665.0,0.583,0.978,661777000.0
19W0000000002191,19W0000000002272,Fossil Hard coal,2015,655459.0,0.737,0.967,826752000.0
19W0000000002361,19W0000000001810,Fossil Hard coal,2015,543424.0,0.407,0.997,596995000.0
19W0000000002361,19W000000000182Z,Fossil Hard coal,2015,633589.0,0.474,0.997,696049000.0
19W0000000002361,19W000000000183X,Fossil Hard coal,2015,245164.0,0.228,0.997,309234000.0
19W0000000002361,19W000000000184V,Fossil Hard coal,2015,179534.0,0.161,0.997,226452000.0
45W000000000112V,45W000000000099Y,Fossil Gas,2015,85319.0,0.09,1.0,33004000.0
14W-PROD-SIM---P,14W-GEN-SIM1---Z,Fossil Gas,2015,1778070.0,0.248,0.989,656700000.0
14W-PROD-SIM---P,14W-GEN-SIM3---P,Fossil Gas,2015,657663.0,0.181,0.989,345169000.0
16WSINES1------G,16WSINES1------G,Fossil Hard coal,2015,2404086.0,0.933,0.997,2168360000.0
16WSINES1------G,16WSINES2------8,Fossil Hard coal,2015,2388001.0,0.927,0.997,2153850000.0
16WSINES1------G,16WSINES3------0,Fossil Hard coal,2015,2434226.0,0.945,0.997,2195540000.0
16WSINES1------G,16WSINES4------T,Fossil Hard coal,2015,2408275.0,0.934,0.997,2172130000.0
17W100P100P02942,17W100P100P0080L,Hydro Water Reservoir,2015,287553.0,0.265,1.0,0.0
17W100P100P02942,17W100P100P0081J,Hydro Water Reservoir,2015,356569.0,0.323,1.0,0.0
48WSTN00000SIZBP,48W000000SIZB-1U,Nuclear,2015,3712909.0,0.664,0.967,0.0
48WSTN00000SIZBP,48W000000SIZB-2S,Nuclear,2015,3703903.0,0.662,0.967,0.0
45W0000000000110,45W000000000031V,Fossil Gas,2015,601811.0,0.175,1.0,398011000.0
19W000000000186R,19W000000000187P,Fossil Hard coal,2015,500180.0,0.52,0.997,587384000.0
19W000000000186R,19W000000000188N,Fossil Hard coal,2015,0.0,0.0,0.548,0.0
19W000000000186R,19W000000000191Y,Fossil Hard coal,2015,513179.0,0.534,0.997,602649000.0
19W000000000186R,19W000000000192W,Fossil Hard coal,2015,331744.0,0.345,0.997,389582000.0
49W0000000000512,49W0000000000415,Fossil Gas,2015,1179120.0,0.322,0.967,444135000.0
48WSTN00000SLOY0,48W000000SLOY-1C,Hydro Run-of-river and poundage,2015,32532.0,0.495,0.187,0.0
48WSTN00000SLOY0,48W000000SLOY-2A,Hydro Run-of-river and poundage,2015,32133.0,0.538,0.17,0.0
48WSTN00000SLOY0,48W000000SLOY-38,Hydro Run-of-river and poundage,2015,17238.0,0.402,0.123,0.0
48WSTN00000SLOY0,48W000000SLOY-46,Hydro Run-of-river and poundage,2015,24311.0,0.49,0.172,0.0
19W0000000002515,19W000000000264X,Hydro Pumped Storage,2015,0.0,0.0,0.252,0.0
19W0000000002515,19W000000000265V,Hydro Pumped Storage,2015,0.0,0.0,0.252,0.0
19W0000000002515,19W000000000266T,Hydro Pumped Storage,2015,0.0,0.0,0.252,0.0
19W0000000002515,19W000000000267R,Hydro Pumped Storage,2015,0.0,0.0,0.252,0.0
18WSRI5-123456-L,18WSRI5-12345--5,Fossil Gas,2015,77778.0,0.021,1.0,29585000.0
18WSRI2-12345-0X,18WSRI2-12345-D7,Fossil Hard coal,2015,934916.0,0.446,1.0,861058000.0
18WSRI3-12345-0N,18WSRI3-12345-DY,Fossil Hard coal,2015,2063711.0,0.68,1.0,1849310000.0
18WSIL-123456-0G,18WSOU1-12345-A1,Hydro Water Reservoir,2015,131202.0,0.114,1.0,0.0
17W100P100P0334G,17W100P100P0171I,Fossil Gas,2015,959052.0,0.252,0.998,353419000.0
48WSTN00000SPLNF,48W000000SPLN-1A,Fossil Gas,2015,2018664.0,0.466,0.548,797993000.0
18W18WSRI4--123V,18WSRI4-123456-V,Fossil Gas,2015,292973.0,0.079,1.0,111440000.0
17W100P100P0227H,17W100P100P0145J,Nuclear,2015,8972848.0,0.769,0.998,0.0
17W100P100P0228F,17W100P100P0146H,Nuclear,2015,9305649.0,0.798,0.998,0.0
17W100P100P0229D,17W100P100P0147F,Nuclear,2015,4478247.0,0.559,0.999,0.0
17W100P100P0230S,17W100P100P0148D,Nuclear,2015,6070307.0,0.758,0.999,0.0
46WPU0000000043R,46WGU0000000046R,Hydro Water Reservoir,2015,650801.0,0.71,0.872,0.0
19W000000000193U,19W000000000194S,Fossil Hard coal,2015,308529.0,0.283,0.997,389158000.0
19W000000000193U,19W000000000196O,Fossil Hard coal,2015,326183.0,0.299,0.997,444340000.0
11WD2STAU0001800,11WD2STA4000065N,Fossil Gas,2015,58991.0,0.011,0.989,33035000.0
11WD2STAU0001800,11WD2STA5000066D,Fossil Gas,2015,2472967.0,0.56,0.989,1384860000.0
48WSTN00000STAYA,48W000000STAY-1Y,Fossil Gas,2015,1670181.0,0.623,0.67,647778000.0
48WSTN00000STAYA,48W000000STAY-2W,Fossil Gas,2015,1672522.0,0.584,0.715,648686000.0
48WSTN00000STAYA,48W000000STAY-3U,Fossil Gas,2015,1751053.0,0.59,0.742,679144000.0
48WSTN00000STAYA,48W000000STAY-4S,Fossil Gas,2015,1742747.0,0.583,0.746,675923000.0
46WPU0000000056I,46WGU0000000048N,Fossil Oil,2015,9527.0,0.005,0.869,7259570.0
46WPU0000000057G,46WGU0000000049L,Fossil Oil,2015,9084.0,0.005,0.869,6922010.0
45W000000000018N,45W000000000042Q,Fossil Hard coal,2015,0.0,0.0,1.0,0.0
46WPU0000000042T,46WGU0000000042Z,Hydro Water Reservoir,2015,653993.0,0.63,0.872,0.0
46WPU0000000042T,46WGU0000000043X,Hydro Water Reservoir,2015,375991.0,0.362,0.872,0.0
46WPU0000000042T,46WGU0000000044V,Hydro Water Reservoir,2015,439326.0,0.423,0.872,0.0
46WPU0000000042T,46WGU0000000045T,Hydro Water Reservoir,2015,879970.0,0.674,0.872,0.0
29WYISSTRATOU-IV,29WGU-YISSTRAT1L,Hydro Water Reservoir,2015,309068.0,0.239,0.984,0.0
45W000000000015T,45W000000000036L,Fossil Hard coal,2015,885398.0,0.282,1.0,883106000.0
45W000000000015T,45W000000000037J,Fossil Hard coal,2015,619081.0,0.198,1.0,617479000.0
11WD4MUST5G----B,11WD4MUST5X-DT-M,Waste,2015,231756.0,0.245,0.989,
11WD2SUE1000099L,11WD2S1G2000097U,Fossil Gas,2015,7853.0,0.028,0.296,4166220.0
11WD2SUE1000099L,11WD2S1G3000098K,Fossil Gas,2015,9945.0,0.036,0.293,5728320.0
11WD2SUE2000103B,11WD2S260000100F,Fossil Gas,2015,109185.0,0.329,0.296,57925500.0
11WD2SUE2000103B,11WD2S2610001015,Fossil Gas,2015,128100.0,0.363,0.296,75955800.0
11WD2SUE2000103B,11WD2S262000102W,Fossil Gas,2015,153862.0,0.436,0.296,91231100.0
44W-T-YT-000010P,44W-T-YT-100014A,Fossil Gas,2015,30886.0,0.021,0.987,
17W100P100P02764,17W100P100P0082H,Hydro Pumped Storage,2015,88120.0,0.066,0.999,0.0
17W100P100P02764,17W100P100P0083F,Hydro Pumped Storage,2015,99970.0,0.075,1.0,0.0
17W100P100P02764,17W100P100P0084D,Hydro Pumped Storage,2015,93776.0,0.07,1.0,0.0
17W100P100P02764,17W100P100P0085B,Hydro Pumped Storage,2015,89219.0,0.067,1.0,0.0
17W100P100P02764,17W100P100P00869,Hydro Pumped Storage,2015,206678.0,0.146,0.999,0.0
48WSTN00000SUTBW,48W000000SUTB-1P,Fossil Gas,2015,458853.0,0.379,0.169,181388000.0
48WSTN00000SVRP6,48W00000SVRP-10A,Fossil Gas,2015,480354.0,0.503,0.257,182855000.0
48WSTN00000SVRP6,48W00000SVRP-207,Fossil Gas,2015,338485.0,0.464,0.196,128850000.0
49W000000000061-,49W0000000000156,Fossil Gas,2015,1053729.0,0.582,0.989,564022000.0
22WT-POWE000244W,22WT-POWE150244W,Fossil Gas,2015,2203613.0,0.606,0.989,962653000.0
16WRTG---------V,16WRTG01-------3,Fossil Gas,2015,641670.0,0.223,0.997,239985000.0
16WRTG---------V,16WRTG02-------V,Fossil Gas,2015,674100.0,0.234,0.997,252113000.0
16WRTG---------V,16WRTG03-------M,Fossil Gas,2015,750588.0,0.26,0.997,280720000.0
44W-T-LV-000004L,44W-T-LV-100006A,Fossil Hard coal,2015,129434.0,0.062,0.987,136440000.0
18WTAPOWER-12-0V,18WTAPOWER-12-C7,Fossil Gas,2015,377482.0,0.103,1.0,146347000.0
47W000000000162N,47W000000000207R,Fossil Oil,2015,54.0,0.0,0.219,41040.0
47W000000000162N,47W000000000208P,Fossil Oil,2015,52.0,0.0,0.219,39520.0
47W000000000162N,47W0000000000994,Fossil Oil,2015,15210.0,0.007,0.975,11559600.0
47W000000000162N,47W0000000001008,Fossil Oil,2015,1315.0,0.001,0.975,999400.0
18WTARRAG-123-03,18WTARRAG-123-CG,Fossil Gas,2015,65457.0,0.019,1.0,25377200.0
47W000000000163L,47W000000000214U,Fossil Gas,2015,367.0,0.004,0.219,
47W000000000163L,47W000000000215S,Fossil Gas,2015,167.0,0.002,0.219,
48WSTN000TAYL-G3,48W000000TAYL2GY,Fossil Gas,2015,382.0,0.332,0.002,253303.0
48WSTN000TAYL-G3,48W000000TAYL3GV,Fossil Gas,2015,431.0,0.315,0.002,285795.0
48WSTN0000TDBNWM,48W00000TDBNW-1W,Wind Onshore,2015,46642.0,0.227,0.839,0.0
34WETL-KOSTA---J,34WETL-KOSTAG2-G,Fossil Brown coal/Lignite,2015,4577.0,0.908,0.003,
34WETL-KOSTB---E,34WETL-KOSTBG1-E,Fossil Brown coal/Lignite,2015,7431.0,0.888,0.003,
34WETL-KOSTB---E,34WETL-KOSTBG2-B,Fossil Brown coal/Lignite,2015,7465.0,0.893,0.003,
34WETL-MORAV---H,34WETL-MORAVG1-H,Fossil Brown coal/Lignite,2015,978.0,0.326,0.003,
28W-G-000000122W,28W-G-0000000130,Fossil Gas,2015,3710.0,0.004,1.0,2238140.0
28W-G-000000122W,28W-G-000000014Z,Fossil Gas,2015,2823.0,0.003,1.0,1703040.0
34WETL-TENTA---G,34WETL-TENTAG1-G,Fossil Brown coal/Lignite,2015,4382.0,0.869,0.003,
34WETL-TENTA---G,34WETL-TENTAG2-D,Fossil Brown coal/Lignite,2015,4505.0,0.894,0.003,
34WETL-TENTA---G,34WETL-TENTAG3-A,Fossil Brown coal/Lignite,2015,6859.0,0.869,0.003,
34WETL-TENTA---G,34WETL-TENTAG4-7,Fossil Brown coal/Lignite,2015,6811.0,0.853,0.003,
34WETL-TENTA---G,34WETL-TENTAG5-4,Fossil Brown coal/Lignite,2015,7283.0,0.893,0.003,
34WETL-TENTA---G,34WETL-TENTAG6-1,Fossil Brown coal/Lignite,2015,6692.0,0.802,0.003,
34WETL-TENTB---B,34WETL-TENTBG1-B,Fossil Brown coal/Lignite,2015,14379.0,0.922,0.003,
34WETL-TENTB---B,34WETL-TENTBG2-8,Fossil Brown coal/Lignite,2015,12981.0,0.832,0.003,
18WTER1-12345-0D,18WTER1-12345-DO,Fossil Hard coal,2015,1457072.0,0.472,1.0,1509710000.0
18WTER2-12345-03,18WTER2-12345-DE,Fossil Hard coal,2015,1549076.0,0.502,1.0,1605040000.0
18WTER3-12345-0U,18WTER3-12345-D4,Fossil Hard coal,2015,1421689.0,0.462,1.0,1473050000.0
28W-G-000000080M,28W-G-000000054N,Fossil Brown coal/Lignite,2015,787457.0,0.362,1.0,935499000.0
28W-G-000000080M,28W-G-000000055L,Fossil Brown coal/Lignite,2015,358032.0,0.134,1.0,412050000.0
28W-G-000000080M,28W-G-000000121Y,Fossil Brown coal/Lignite,2015,2485830.0,0.526,1.0,2474270000.0
28W-G-0000000797,28W-G-000000061Q,Fossil Brown coal/Lignite,2015,0.0,0.0,1.0,0.0
34WETG-NOSAD---Z,34WETG-NOSADG1-Z,Other,2015,3.0,0.001,0.003,
34WETG-NOSAD---Z,34WETG-NOSADG2-W,Other,2015,22.0,0.008,0.003,
34WETG-ZRENJ---4,34WETG-ZRENJG1-4,Other,2015,1.0,,0.003,
14W-KW-THE-EVN-7,14W-KW-THE-M2--7,Fossil Gas,2015,59746.0,0.053,0.989,36108300.0
14W-KW-THE-EVN-7,14W-KW-THE-KO--3,Fossil Gas,2015,198079.0,0.047,0.989,85880200.0
29WTHESAVROS1--2,29WGU-THESAVRO1B,Hydro Pumped Storage,2015,213395.0,0.195,0.978,0.0
29WTHESAVROS2--Z,29WGU-THESAVRO29,Hydro Pumped Storage,2015,190186.0,0.173,0.978,0.0
29WTHESAVROS3--V,29WGU-THESAVRO37,Hydro Pumped Storage,2015,173759.0,0.158,0.978,0.0
22WTHORNT000237E,22WTHORNT150237E,Wind Offshore,2015,501381.0,0.39,0.995,0.0
22WTHORNT000238C,22WTHORNT150238C,Wind Offshore,2015,582870.0,0.377,0.995,0.0
22WTIHANG000239G,22WTIHANG150239G,Nuclear,2015,3035773.0,0.724,0.995,0.0
22WTIHANG000240V,22WTIHANG150240V,Nuclear,2015,3115526.0,0.743,0.995,0.0
22WTIHANG000241T,22WTIHANG150241T,Nuclear,2015,386039.0,0.044,0.995,0.0
22WTIHANG000242R,22WTIHANG150242R,Nuclear,2015,6995539.0,0.841,0.915,0.0
44W-T-YT-000011N,44W-T-YT-1000166,Fossil Peat,2015,361080.0,0.348,0.987,
48WSTN00000TORNX,48W000000TORN-1G,Nuclear,2015,3649583.0,0.629,0.967,0.0
48WSTN00000TORNX,48W000000TORN-2E,Nuclear,2015,2529773.0,0.561,0.752,0.0
16WTORRAO------V,16WTORRA1------U,Hydro Run-of-river and poundage,2015,591.0,0.338,0.003,0.0
16WTORRAO------V,16WTORRA2------M,Hydro Run-of-river and poundage,2015,511.0,0.292,0.003,0.0
32W001100100218B,32W001100100007O,Fossil Brown coal/Lignite,2015,679200.0,0.408,1.0,822172000.0
32W001100100218B,32W001100100008M,Fossil Brown coal/Lignite,2015,913680.0,0.549,1.0,1106010000.0
32W001100100218B,32W001100100009K,Fossil Brown coal/Lignite,2015,660117.0,0.397,1.0,799072000.0
32W001100100294W,32W0011001000935,Fossil Brown coal/Lignite,2015,1849773.0,0.616,1.0,2755880000.0
32W001100100294W,32W0011001000943,Fossil Brown coal/Lignite,2015,2020826.0,0.673,1.0,3010720000.0
32W001100100088Z,32W0011001000498,Fossil Brown coal/Lignite,2015,14839.0,0.014,1.0,21289000.0
32W001100100153D,32W001100100041O,Fossil Brown coal/Lignite,2015,910078.0,0.587,1.0,1101650000.0
32W001100100153D,32W001100100042M,Fossil Brown coal/Lignite,2015,1145917.0,0.793,1.0,1387130000.0
32W001100100153D,32W001100100043K,Fossil Brown coal/Lignite,2015,763028.0,0.492,1.0,923645000.0
32W001100100153D,32W001100100044I,Fossil Brown coal/Lignite,2015,1137844.0,0.734,1.0,1377360000.0
32W001100100153D,32W001100100045G,Fossil Brown coal/Lignite,2015,1422106.0,0.706,1.0,1721460000.0
32W001100100153D,32W001100100046E,Fossil Brown coal/Lignite,2015,1382770.0,0.686,1.0,1673840000.0
32W001100100153D,32W001100100047C,Fossil Brown coal/Lignite,2015,1388666.0,0.727,1.0,1630040000.0
32W001100100153D,32W001100100048A,Fossil Brown coal/Lignite,2015,1373927.0,0.682,1.0,1612740000.0
32W001100100063E,32W001100100037F,Fossil Brown coal/Lignite,2015,1227086.0,0.617,1.0,1358070000.0
32W001100100063E,32W001100100038D,Fossil Brown coal/Lignite,2015,1310116.0,0.659,1.0,1449960000.0
32W001100100063E,32W001100100039B,Fossil Brown coal/Lignite,2015,1315711.0,0.662,1.0,1456150000.0
32W001100100063E,32W001100100040Q,Fossil Brown coal/Lignite,2015,1312573.0,0.66,1.0,1452680000.0
32W001100100089X,32W001100100024O,Fossil Hard coal,2015,8775.0,0.009,1.0,11126700.0
46WPU0000000018Q,46WGU0000000002A,Hydro Water Reservoir,2015,206283.0,0.271,0.869,0.0
